boundary_date,offset_days,maturity_date,cashflow_count,dirty_price,central_slope_per_year,second_difference
2044-05-15,3,2044-05-18,38,93.44827028104811,-0.48210510895785319,0.00023637874213022769
2044-05-15,4,2044-05-19,38,93.447067634504222,-0.43987414135507663,-4.9761799232328485E-06
2044-05-15,5,2044-05-20,38,93.445860011780411,-0.99406849292680732,-0.0030317051985520038
2044-05-15,6,2044-05-21,38,93.441620683858048,-0.71858565685182896,0.0045412001907436661
2044-05-15,7,2044-05-22,38,93.441922556126428,,
2044-11-15,-7,2044-11-08,38,93.177698507138842,,
2044-11-15,-6,2044-11-09,38,93.176219215380314,-0.53600781125506813,2.1554414288971202E-05
2044-11-15,-5,2044-11-10,38,93.174761478036075,-1.3572958170733784,-0.0045217626653482057
2044-11-15,-4,2044-11-11,38,93.168781978026487,-1.0745621969245533,0.0060709879812321788
2044-11-15,-3,2044-11-12,38,93.168873465998132,0.026342665576706281,-3.8632570266372568E-05
2044-11-15,-2,2044-11-13,38,93.16892632139951,0.019715748411215372,2.3206953869703284E-06
2044-11-15,-1,2044-11-14,38,93.168981497496276,-0.25480018159861118,-0.0015065175721531432
2044-11-15,0,2044-11-15,38,93.167530156020888,-0.39135583218865122,0.00075826743193374568
2044-11-15,1,2044-11-16,39,93.166837081977434,-0.38086848906239368,-0.0007008025380912386
2044-11-15,2,2044-11-17,39,93.165443205395889,-0.50847046106134997,1.6136504257246997E-06
2044-11-15,3,2044-11-18,39,93.164050942464769,-1.000355333463645,-0.0026968732252328209
2044-11-15,4,2044-11-19,39,93.159961806308416,-0.69039011719446819,0.0043953127664337899
2044-11-15,5,2044-11-20,39,93.160267982918498,0.11014755438758073,-8.8049769431108871E-06
2044-11-15,6,2044-11-21,39,93.160565354551636,-0.15794186952874156,-0.0014601781678038606
2044-11-15,7,2044-11-22,39,93.159402548016971,,
2045-05-15,-7,2045-05-08,39,92.920112253546833,,
2045-05-15,-6,2045-05-09,39,92.918678437289941,-0.51940821023091388,2.1560128956821245E-05
2045-05-15,-5,2045-05-10,39,92.917266181162006,-0.51636163192611662,-4.8665492045074643E-06
2045-05-15,-4,2045-05-11,39,92.915849058484866,-0.50827097539265509,4.9198913771419939E-05
2045-05-15,-3,2045-05-12,39,92.914481134721498,-1.0398162988019521,-0.0029617760283429106
2045-05-15,-2,2045-05-13,39,92.910151434929787,-0.78010057432759794,0.0043848758884763583
2045-05-15,-1,2045-05-14,39,92.910206611026553,0.020242139839865558,5.6364120837315568E-07
2045-05-15,0,2045-05-15,39,92.910262350764526,-0.10793762170742127,-0.00070291849900172565
2045-05-15,1,2045-05-16,40,92.909615172003498,-0.36411573362357785,-0.00070079718273063918
2045-05-15,2,2045-05-17,40,92.908267196059739,-0.49171575185994243,1.6190006135730073E-06
2045-05-15,3,2045-05-18,40,92.906920839116594,-0.44913435011871172,0.00023170374865344456
2045-05-15,4,2045-05-19,40,92.905806185922103,-0.92429697214239326,-0.0028353345542626585
2045-05-15,5,2045-05-20,40,92.901856198173348,-0.66660244109733924,0.0042473593819067901
